expnum seeing efftime survey_speed comment
1425726 0.9969291687011719 3.7179739475250244 0.004647467285394669 "Automatically flagged"
1425727 1.095517635345459 35.124969482421875 0.043906211853027344 "Automatically flagged"
1425734 1.1525707244873047 61.024436950683594 0.07628054916858673 "Automatically flagged"
1425735 1.0343571901321411 46.3470344543457 0.05793379247188568 "Automatically flagged"
1425736 1.0508596897125244 0.5666024088859558 0.0007082530064508319 "Automatically flagged"
1425737 1.1472892761230469 1.1134212017059326 0.0013917764881625772 "Automatically flagged"
1425738 1.1355736255645752 4.209375858306885 0.0052617196924984455 "Automatically flagged"
1425739 1.1852881908416748 8.872345924377441 0.011090432293713093 "Automatically flagged"
1425740 1.4111809730529785 21.11116600036621 0.02638895809650421 "Automatically flagged"
1426313 2.1169564723968506 220.29470825195312 0.2753683924674988 "Automatically flagged"
1427310 0.9987460374832153 87.69054412841797 0.10961318016052246 "Automatically flagged"
1427311 0.9734184145927429 74.00112915039062 0.09250140935182571 "Automatically flagged"
1441055 2.036301374435425 231.46340942382812 0.28932926058769226 "Automatically flagged"
1441060 2.0811522006988525 248.78074645996094 0.31097593903541565 "Automatically flagged"
1441061 2.0621066093444824 219.1290740966797 0.27391135692596436 "Automatically flagged"
1441066 2.1242902278900146 214.97406005859375 0.26871758699417114 "Automatically flagged"
1441067 2.3714065551757812 162.0683135986328 0.2025853991508484 "Automatically flagged"
1441068 2.0705628395080566 239.896484375 0.2998706102371216 "Automatically flagged"
